"","X","Unnamed..0","Date","PlayerID","Training","SessionType","Duration","RPE","SessionLoad","DailyLoad","AcuteLoad","ChronicLoad","AcuteChronicRatio","ObjectiveRating","FocusRating","BestOutOfMyself","SessionTypeMobility.Recovery","SessionTypeGame","SessionTypeSkills","SessionTypeConditioning","SessionTypeStrength","SessionTypeCombat","SessionTypeSpeed","SessionTypeUnknown","BestOutOfMyselfNotAtAll","BestOutOfMyselfAbsolutely","BestOutOfMyselfSomewhat","BestOutOfMyselfUnknown","TimeSinceAugFirst"
"2763",2762,2762,"2018-03-16",15,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,227
"2764",2763,2763,"2018-03-16",15,1,"Strength",40,2,80,580,299.3,334.29,0.92,8,9,"",0,0,0,0,1,0,0,0,0,0,0,1,227
"2765",2764,2764,"2018-03-16",15,1,"Combat",30,4,120,580,299.3,334.29,0.92,8,9,"",0,0,0,0,0,1,0,0,0,0,0,1,227
"2766",2765,2765,"2018-03-16",16,1,"Skills",50,9,450,1020,495,354.46,1.4,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,227
"2767",2766,2766,"2018-03-16",16,1,"Strength",90,6,540,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,227
"2768",2767,2767,"2018-03-16",16,1,"Mobility/Recovery",30,1,30,580,299.3,334.29,0.92,9,9,"",1,0,0,0,0,0,0,0,0,0,0,1,227
"2769",2768,2768,"2018-03-15",1,1,"Speed",50,3,150,930,404.3,505.89,0.8,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2770",2769,2769,"2018-03-15",1,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2771",2770,2770,"2018-03-15",1,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2772",2771,2771,"2018-03-15",1,1,"Combat",45,4,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,226
"2773",2772,2772,"2018-03-15",2,1,"Speed",40,5,200,865,350.7,414.82,0.85,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2774",2773,2773,"2018-03-15",2,1,"Skills",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2775",2774,2774,"2018-03-15",2,1,"Strength",40,5,200,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2776",2775,2775,"2018-03-15",2,1,"Combat",45,5,225,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,226
"2777",2776,2776,"2018-03-15",3,1,"Speed",60,6,360,1350,488.6,521.25,0.94,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,226
"2778",2777,2777,"2018-03-15",3,1,"Skills",90,6,540,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,226
"2779",2778,2778,"2018-03-15",3,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,226
"2780",2779,2779,"2018-03-15",4,1,"Speed",50,4,200,890,358.6,289.89,1.24,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2781",2780,2780,"2018-03-15",4,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2782",2781,2781,"2018-03-15",4,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2783",2782,2782,"2018-03-15",5,1,"Speed",45,4,180,1095,459.6,504.32,0.91,8,9,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2784",2783,2783,"2018-03-15",5,1,"Skills",60,4,240,580,299.3,334.29,0.92,8,9,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2785",2784,2784,"2018-03-15",5,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,9,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2786",2785,2785,"2018-03-15",5,1,"Combat",45,5,225,580,299.3,334.29,0.92,8,9,"",0,0,0,0,0,1,0,0,0,0,0,1,226
"2787",2786,2786,"2018-03-15",6,1,"Speed",45,6,270,900,409.3,308.21,1.33,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2788",2787,2787,"2018-03-15",6,1,"Skills",90,4,360,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2789",2788,2788,"2018-03-15",6,1,"Strength",60,3,180,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2790",2789,2789,"2018-03-15",6,1,"Combat",30,3,90,580,299.3,334.29,0.92,9,9,"",0,0,0,0,0,1,0,0,0,0,0,1,226
"2791",2790,2790,"2018-03-15",7,1,"Speed",50,4,200,800,399.3,476.96,0.84,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2792",2791,2791,"2018-03-15",7,1,"Skills",75,4,300,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2793",2792,2792,"2018-03-15",7,1,"Strength",40,5,200,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2794",2793,2793,"2018-03-15",7,1,"Combat",20,5,100,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,226
"2795",2794,2794,"2018-03-15",9,1,"Speed",45,3,135,335,175,376.96,0.46,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2796",2795,2795,"2018-03-15",9,1,"Strength",50,4,200,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2797",2796,2796,"2018-03-15",10,1,"Speed",30,3,90,510,160,264.82,0.6,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2798",2797,2797,"2018-03-15",10,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2799",2798,2798,"2018-03-15",10,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2800",2799,2799,"2018-03-15",11,1,"Speed",60,3,180,995,438.6,279.64,1.57,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,226
"2801",2800,2800,"2018-03-15",11,1,"Conditioning",10,8,80,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,226
"2802",2801,2801,"2018-03-15",11,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,226
"2803",2802,2802,"2018-03-15",11,1,"Strength",75,5,375,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,226
"2804",2803,2803,"2018-03-15",12,1,"Speed",45,3,135,555,261.4,178.39,1.47,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2805",2804,2804,"2018-03-15",12,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2806",2805,2805,"2018-03-15",12,1,"Strength",45,4,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,226
"2807",2806,2806,"2018-03-15",12,1,"Combat",20,3,60,580,299.3,334.29,0.92,8,8,"",0,0,0,0,0,1,0,0,0,0,0,1,226
"2808",2807,2807,"2018-03-15",13,1,"Speed",45,5,225,900,438.6,305.68,1.43,8,8,"Not at all",0,0,0,0,0,0,1,0,1,0,0,0,226
"2809",2808,2808,"2018-03-15",13,1,"Skills",60,5,300,580,299.3,334.29,0.92,8,8,"Not at all",0,0,1,0,0,0,0,0,1,0,0,0,226
"2810",2809,2809,"2018-03-15",13,1,"Strength",45,5,225,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,0,1,0,0,0,1,0,0,0,226
"2811",2810,2810,"2018-03-15",13,1,"Combat",30,5,150,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,0,0,1,0,0,1,0,0,0,226
"2812",2811,2811,"2018-03-15",14,1,"Speed",45,4,180,930,317.1,263.75,1.2,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,226
"2813",2812,2812,"2018-03-15",14,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,226
"2814",2813,2813,"2018-03-15",14,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,226
"2815",2814,2814,"2018-03-15",16,1,"Speed",45,3,135,795,349.3,318.04,1.1,8,8,"Somewhat",0,0,0,0,0,0,1,0,0,0,1,0,226
"2816",2815,2815,"2018-03-15",16,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,1,0,0,0,0,0,0,0,1,0,226
"2817",2816,2816,"2018-03-15",16,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,0,0,1,0,0,0,0,0,1,0,226
"2818",2817,2817,"2018-03-15",16,1,"Combat",30,4,120,580,299.3,334.29,0.92,8,8,"Somewhat",0,0,0,0,0,1,0,0,0,0,1,0,226
"2819",2818,2818,"2018-03-15",17,1,"Speed",40,3,120,630,90,111.61,0.81,7,9,"",0,0,0,0,0,0,1,0,0,0,0,1,226
"2820",2819,2819,"2018-03-15",17,1,"Skills",90,4,360,580,299.3,334.29,0.92,7,9,"",0,0,1,0,0,0,0,0,0,0,0,1,226
"2821",2820,2820,"2018-03-15",17,1,"Conditioning",30,5,150,580,299.3,334.29,0.92,7,9,"",0,0,0,1,0,0,0,0,0,0,0,1,226
"2822",2821,2821,"2018-03-14",1,1,"Strength",120,4,480,495,271.4,518.93,0.52,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2823",2822,2822,"2018-03-14",1,1,"Mobility/Recovery",30,0,15,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2824",2823,2823,"2018-03-14",2,1,"Mobility/Recovery",30,1,30,270,227.1,383.93,0.59,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2825",2824,2824,"2018-03-14",2,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2826",2825,2825,"2018-03-14",3,1,"Mobility/Recovery",60,1,60,300,295.7,539.46,0.55,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,225
"2827",2826,2826,"2018-03-14",3,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,225
"2828",2827,2827,"2018-03-14",4,1,"Mobility/Recovery",45,1,45,225,231.4,295.61,0.78,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,225
"2829",2828,2828,"2018-03-14",4,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,225
"2830",2829,2829,"2018-03-14",5,1,"Mobility/Recovery",45,0,22,382,303.1,505.93,0.6,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2831",2830,2830,"2018-03-14",5,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2832",2831,2831,"2018-03-14",6,1,"Mobility/Recovery",30,1,30,150,280.7,316.07,0.89,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2833",2832,2832,"2018-03-14",6,1,"Strength",30,4,120,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2834",2833,2833,"2018-03-14",7,1,"Mobility/Recovery",30,2,60,300,285,512.14,0.56,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2835",2834,2834,"2018-03-14",7,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2836",2835,2835,"2018-03-14",8,1,"Mobility/Recovery",45,1,45,285,327.9,535,0.61,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2837",2836,2836,"2018-03-14",8,1,"Strength",60,4,240,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2838",2837,2837,"2018-03-14",9,0,"",60,4,216,580,357.1,401.25,0.89,8,8,"Not at all",0,0,0,0,0,0,0,1,1,0,0,0,225
"2839",2838,2838,"2018-03-14",10,1,"Mobility/Recovery",30,0,15,195,87.1,288.39,0.3,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2840",2839,2839,"2018-03-14",10,1,"Strength",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2841",2840,2840,"2018-03-14",11,1,"Mobility/Recovery",30,3,90,290,296.4,280.54,1.06,8,8,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,225
"2842",2841,2841,"2018-03-14",11,1,"Strength",50,4,200,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,225
"2843",2842,2842,"2018-03-14",12,1,"Mobility/Recovery",30,2,60,150,182.1,158.57,1.15,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2844",2843,2843,"2018-03-14",12,1,"Strength",30,3,90,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2845",2844,2844,"2018-03-14",13,1,"Mobility/Recovery",60,0,0,250,399.3,312.82,1.28,8,8,"Not at all",1,0,0,0,0,0,0,0,1,0,0,0,225
"2846",2845,2845,"2018-03-14",13,1,"Strength",50,5,250,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,0,1,0,0,0,1,0,0,0,225
"2847",2846,2846,"2018-03-14",16,1,"Mobility/Recovery",30,1,30,210,235.7,310.18,0.76,10,10,"",1,0,0,0,0,0,0,0,0,0,0,1,225
"2848",2847,2847,"2018-03-14",16,1,"Strength",60,3,180,580,299.3,334.29,0.92,10,10,"",0,0,0,0,1,0,0,0,0,0,0,1,225
"2849",2848,2848,"2018-03-13",1,1,"Skills",60,5,300,300,283.6,541.25,0.52,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,224
"2850",2849,2849,"2018-03-13",2,1,"Conditioning",60,8,480,480,270,396.07,0.68,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,224
"2851",2850,2850,"2018-03-13",3,1,"Conditioning",60,7,420,420,392.1,558.21,0.7,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,224
"2852",2851,2851,"2018-03-13",4,1,"Conditioning",90,7,630,630,199.3,317.04,0.63,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,224
"2853",2852,2852,"2018-03-13",5,1,"Conditioning",60,8,480,480,342.9,527.64,0.65,8,7,"",0,0,0,1,0,0,0,0,0,0,0,1,224
"2854",2853,2853,"2018-03-13",6,1,"Skills",90,8,720,720,382.1,336.43,1.14,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,224
"2855",2854,2854,"2018-03-13",7,1,"Conditioning",75,7,525,525,330,525.54,0.63,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,224
"2856",2855,2855,"2018-03-13",8,1,"Skills",75,1,750,750,405,546.07,0.74,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,224
"2857",2856,2856,"2018-03-13",9,1,"Conditioning",50,7,350,470,427.9,420,1.02,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,224
"2858",2857,2857,"2018-03-13",9,1,"Strength",40,3,120,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,224
"2859",2858,2858,"2018-03-13",9,1,"Mobility/Recovery",20,0,0,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,224
"2860",2859,2859,"2018-03-13",10,1,"Strength",45,3,135,145,115,303.39,0.38,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,224
"2861",2860,2860,"2018-03-13",10,1,"Mobility/Recovery",20,0,10,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,224
"2862",2861,2861,"2018-03-13",11,1,"Skills",40,4,160,405,381.4,291.61,1.31,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,224
"2863",2862,2862,"2018-03-13",11,1,"Conditioning",35,7,245,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,1,0,0,0,0,0,1,0,0,224
"2864",2863,2863,"2018-03-13",12,1,"Conditioning",90,4,360,360,160.7,162.86,0.99,8,8,"",0,0,0,1,0,0,0,0,0,0,0,1,224
"2865",2864,2864,"2018-03-13",13,1,"Skills",60,5,300,570,406.4,330.68,1.23,8,8,"Not at all",0,0,1,0,0,0,0,0,1,0,0,0,224
"2866",2865,2865,"2018-03-13",13,1,"Conditioning",30,9,270,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,1,0,0,0,0,1,0,0,0,224
"2867",2866,2866,"2018-03-13",16,1,"Skills",60,8,480,510,317.1,317.68,1,6,8,"",0,0,1,0,0,0,0,0,0,0,0,1,224
"2868",2867,2867,"2018-03-13",16,1,"Mobility/Recovery",30,1,30,580,299.3,334.29,0.92,6,8,"",1,0,0,0,0,0,0,0,0,0,0,1,224
"2869",2868,2868,"2018-03-12",1,1,"Speed",45,3,135,1105,300.7,537.5,0.56,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2870",2869,2869,"2018-03-12",1,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2871",2870,2870,"2018-03-12",1,1,"Strength",140,5,700,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2872",2871,2871,"2018-03-12",2,1,"Speed",45,4,180,840,248.6,421.25,0.59,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2873",2872,2872,"2018-03-12",2,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2874",2873,2873,"2018-03-12",2,1,"Strength",60,5,300,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2875",2874,2874,"2018-03-12",3,1,"Speed",60,6,360,1350,387.9,564.11,0.69,8,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,223
"2876",2875,2875,"2018-03-12",3,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,223
"2877",2876,2876,"2018-03-12",3,1,"Strength",90,6,540,580,299.3,334.29,0.92,8,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,223
"2878",2877,2877,"2018-03-12",4,1,"Speed",45,3,135,765,141.4,300.96,0.47,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2879",2878,2878,"2018-03-12",4,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2880",2879,2879,"2018-03-12",4,1,"Strength",60,6,360,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2881",2880,2880,"2018-03-12",5,1,"Speed",45,4,180,1260,328.9,522.82,0.63,9,9,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2882",2881,2881,"2018-03-12",5,1,"Skills",90,4,360,580,299.3,334.29,0.92,9,9,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2883",2882,2882,"2018-03-12",5,1,"Strength",120,6,720,580,299.3,334.29,0.92,9,9,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2884",2883,2883,"2018-03-12",6,1,"Speed",45,5,225,1095,300.7,310.71,0.97,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2885",2884,2884,"2018-03-12",6,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2886",2885,2885,"2018-03-12",6,1,"Strength",100,6,600,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2887",2886,2886,"2018-03-12",7,1,"Speed",60,6,360,1170,295.7,523.93,0.56,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2888",2887,2887,"2018-03-12",7,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2889",2888,2888,"2018-03-12",7,1,"Strength",90,7,630,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2890",2889,2889,"2018-03-12",8,1,"Speed",45,4,180,1260,323.6,531.43,0.61,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2891",2890,2890,"2018-03-12",8,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2892",2891,2891,"2018-03-12",8,1,"Strength",120,6,720,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2893",2892,2892,"2018-03-12",9,1,"Speed",40,2,80,420,360.7,403.21,0.89,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2894",2893,2893,"2018-03-12",9,1,"Strength",85,4,340,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2895",2894,2894,"2018-03-12",9,1,"Mobility/Recovery",20,0,0,580,299.3,334.29,0.92,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,223
"2896",2895,2895,"2018-03-12",10,1,"Mobility/Recovery",45,2,90,270,124.3,305.71,0.41,8,8,"",1,0,0,0,0,0,0,0,0,0,0,1,223
"2897",2896,2896,"2018-03-12",10,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2898",2897,2897,"2018-03-12",11,1,"Speed",50,6,300,1380,385.3,286.07,1.35,8,9,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,223
"2899",2898,2898,"2018-03-12",11,1,"Skills",90,4,360,580,299.3,334.29,0.92,8,9,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,223
"2900",2899,2899,"2018-03-12",11,1,"Strength",90,8,720,580,299.3,334.29,0.92,8,9,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,223
"2901",2900,2900,"2018-03-12",12,1,"Speed",45,3,135,765,137.1,155.36,0.88,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2902",2901,2901,"2018-03-12",12,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2903",2902,2902,"2018-03-12",12,1,"Strength",90,5,450,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2904",2903,2903,"2018-03-12",13,1,"Speed",40,5,200,1350,359.3,310.32,1.16,8,8,"Not at all",0,0,0,0,0,0,1,0,1,0,0,0,223
"2905",2904,2904,"2018-03-12",13,1,"Skills",90,5,450,580,299.3,334.29,0.92,8,8,"Not at all",0,0,1,0,0,0,0,0,1,0,0,0,223
"2906",2905,2905,"2018-03-12",13,1,"Strength",100,7,700,580,299.3,334.29,0.92,8,8,"Not at all",0,0,0,0,1,0,0,0,1,0,0,0,223
"2907",2906,2906,"2018-03-12",14,1,"Speed",45,4,180,1290,280.7,290.54,0.97,7,8,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,223
"2908",2907,2907,"2018-03-12",14,1,"Skills",90,3,270,580,299.3,334.29,0.92,7,8,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,223
"2909",2908,2908,"2018-03-12",14,1,"Strength",120,7,840,580,299.3,334.29,0.92,7,8,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,223
"2910",2909,2909,"2018-03-12",15,1,"Speed",45,3,135,765,135,166.61,0.81,8,8,"",0,0,0,0,0,0,1,0,0,0,0,1,223
"2911",2910,2910,"2018-03-12",15,1,"Skills",90,3,270,580,299.3,334.29,0.92,8,8,"",0,0,1,0,0,0,0,0,0,0,0,1,223
"2912",2911,2911,"2018-03-12",15,1,"Strength",90,4,360,580,299.3,334.29,0.92,8,8,"",0,0,0,0,1,0,0,0,0,0,0,1,223
"2913",2912,2912,"2018-03-12",16,1,"Speed",30,3,90,930,278.6,310.18,0.9,8,9,"Absolutely",0,0,0,0,0,0,1,0,0,1,0,0,223
"2914",2913,2913,"2018-03-12",16,1,"Skills",60,3,180,580,299.3,334.29,0.92,8,9,"Absolutely",0,0,1,0,0,0,0,0,0,1,0,0,223
"2915",2914,2914,"2018-03-12",16,1,"Strength",90,7,630,580,299.3,334.29,0.92,8,9,"Absolutely",0,0,0,0,1,0,0,0,0,1,0,0,223
"2916",2915,2915,"2018-03-12",16,1,"Mobility/Recovery",30,1,30,580,299.3,334.29,0.92,8,9,"Absolutely",1,0,0,0,0,0,0,0,0,1,0,0,223
"2917",2916,2916,"2018-03-11",1,0,"",60,4,216,580,310,525.89,0.59,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2918",2917,2917,"2018-03-11",2,0,"",60,4,216,580,334.3,425,0.79,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2919",2918,2918,"2018-03-11",3,0,"",60,4,216,580,323.6,545.89,0.59,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,222
"2920",2919,2919,"2018-03-11",6,0,"",60,4,216,580,271.4,311.61,0.87,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2921",2920,2920,"2018-03-11",6,0,"",60,4,216,580,271.4,311.61,0.87,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2922",2921,2921,"2018-03-11",6,0,"",60,4,216,580,271.4,311.61,0.87,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2923",2922,2922,"2018-03-11",7,0,"",60,4,216,580,265.7,512.14,0.52,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2924",2923,2923,"2018-03-11",9,0,"",60,4,216,580,380.7,415.54,0.92,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2925",2924,2924,"2018-03-11",10,0,"",60,4,216,580,171.4,315.54,0.54,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2926",2925,2925,"2018-03-11",11,0,"",60,4,216,580,256.7,273.21,0.94,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,222
"2927",2926,2926,"2018-03-11",12,0,"",60,4,216,580,27.9,149.46,0.19,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,222
"2928",2927,2927,"2018-03-11",13,0,"",60,4,216,580,166.4,287.82,0.58,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,222
"2929",2928,2928,"2018-03-11",16,0,"",60,4,216,580,180,274.82,0.65,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,222
"2930",2929,2929,"2018-03-10",2,0,"",60,4,216,580,481.4,425,1.13,8,8,"",0,0,0,0,0,0,0,1,0,0,0,1,221
"2931",2930,2930,"2018-03-10",3,0,"",60,4,216,580,488.6,593.04,0.82,8,8,"Absolutely",0,0,0,0,0,0,0,1,0,1,0,0,221
